Размещение на сайте;Название;Цена минус 5%;oldPrice;Цена;discauntPrice;Фотографии;Описание;Артикул;Цвет;Мощность (Ватт);Напряжение (Вольт);Цветовая температура (К);Срок службы (Час);Размеры мм (длина * толщина);Модель;Цоколь
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 6500K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/d4b/d4bd367a640eea303baf0c8e1ee3cda3.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";12118835;;10;220;6000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/a0f/a0f8ca9783e5bc8c315ca21c0798ac7a.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473875;;10;220;4000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/fe2/fe2791df874c7e562b6ef561722bd078.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473864;;10;220;2700;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium  8,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/30a/30a130a589fde47e626cb7c9e3a096f8.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473846;;8;220;4000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium  8,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/0e6/0e69edf49eae79a2549446afc970bbfd.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473821;;8;220;2700;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/72b/72b7a8f6b34ab928b87d7ca60718ce17.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886743;;6;220;4000;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/7cd/7cd42cdfb730a0f5462876bbbe220233.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886732;;6;220;2700;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;102.6;;108;;http://svetonik.ru/upload/iblock/8cc/8cc7668bc3a87fdcd2a50e0d6c5bc965.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886723;;6;220;4000;30000;125x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/4eb/4ebd73354d83628d2bbda3d4362e7883.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886720;;6;220;4000;30000;96x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;98.8;;104;;http://svetonik.ru/upload/iblock/a6d/a6d48e793e5656c928b4f33ee19b3bb9.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886716;;6;220;2700;30000;125x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/a1f/a1f301848db5704ca6be8eadde82a43b.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886698;;6;220;2700;30000;96x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/e8f/e8fbee94256dccc973767c7d2080b50b.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453854;;5;220;4000;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/762/7623d8f0b417e8d9756134a5c4be6e11.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453775;;5;220;2700;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/d9f/d9f8cb9dfe021b6f0a4668c0aad17adb.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544355;;5;220;4000;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/943/94390baabf8d113bc2185cadd4f9c29b.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544346;;5;220;4000;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/cba/cba141a1faaf0a9d69da7ca49dcc3d0a.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544341;;5;220;2700;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/cd2/cd2e439e15232df880e8ed7e17b24ee0.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544339;;5;220;2700;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/ae3/ae3817a7a8befc9df028e2033562d5b3.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474020;;5;220;4000;30000;96x37;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/36c/36c553d7456d2e6c1d29cf2df27bfb5b.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474013;;5;220;2700;30000;96x37;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;63.65;;67;;http://svetonik.ru/upload/iblock/8c7/8c7bc92ab2a72c4bb99f080aed6b88b1.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473997;;5;220;4000;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;67.45;;71;;http://svetonik.ru/upload/iblock/6b1/6b15219f3c8ed3e9c95f9b200a172d5d.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473984;;5;220;4000;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;67.45;;71;;http://svetonik.ru/upload/iblock/ec4/ec4f1352f7086f4e14986d8cd193d023.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473974;;5;220;2700;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/19b/19bd5b38f5d22d307c002dc501c07dd5.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473928;;5;220;2700;30000;96x37;Filament;E14
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/b4f/b4ff70cc0b0bd9351a515cf6f6be25bd.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 4100К (естественно-белый). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10350;;11;220;4100;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/42f/42f59dd6ff971e978d15f04d26007850.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 2700К (теплый белый, как лампа накаливания). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10349;;11;220;2700;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Ecola classic LED 15.0W Dimmable A60 E27 4000K диммируемая 110x60;329.65;;347;;http://svetonik.ru/upload/iblock/10f/10ffaf1f6e331fbf853cac9b4522b49f.png;;10758;;15;220;4000;30000;110х60;;E27
Каталог/Светильники/Светодиодные светильники;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 6500K Призма 595x595x19;771.4;;812;;http://svetonik.ru/upload/iblock/350/3507bb6a1c99ab69c9165d3db82fa068.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495476;;36;220;6500;30000;595x595x19;;
Каталог/Светильники/Светодиодные светильники;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 4200K Призма 595x595x19;744.8;;784;;http://svetonik.ru/upload/iblock/edd/edd972cda7ceba46df7ee3559a8ece9b.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495463;;36;220;4200;30000;595x595x19;;
