Размещение на сайте;Название;Цена минус 5%;oldPrice;Цена;discauntPrice;Фотографии;Описание;Артикул;Цвет;Мощность (Ватт);Напряжение (Вольт);Цветовая температура (К);Срок службы (Час);Размеры мм (длина * толщина);Модель;Цоколь
Каталог/Источники света/Лампы накаливания;Ecola globe   LED  5,0W G45 220V E14 4000K 360° filament прозр. нитевидный шар (Ra 80, 100 Lm/W) 78х45;63.65;;67;;http://svetonik.ru/upload/iblock/5ed/5edad4a227e4965099591c40f3408b7d.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474127;;5;220;4000;30000;78x45;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola globe   LED  5,0W G45 220V E14 2700K 360° filament прозр. нитевидный шар (Ra 80, 100 Lm/W) 78х45;63.65;;67;;http://svetonik.ru/upload/iblock/ef4/ef4370a05121c6d6da77061230137647.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474054;;5;220;2700;30000;78x45;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 13,0W A65 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 120x65;179.54999999999998;;189;;http://svetonik.ru/upload/iblock/009/00928722bf25de2189fd25674548883e.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";18383849;;13;220;4000;30000;120x65;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 13,0W A65 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 120x65;179.54999999999998;;189;;http://svetonik.ru/upload/iblock/edb/edb8283ea52bcdfabdbe136ba9a1935d.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";18383843;;13;220;2700;30000;120x65;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 6500K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/aa7/aa7859a134806cd05b50a807018b2a42.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";12118835;;10;220;6000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/45f/45f87e7f0b95e37e04e0656631104d8d.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473875;;10;220;4000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/cfb/cfbe1ba713c3847241b0e4cbc495ff89.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473864;;10;220;2700;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium  8,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/eb0/eb04fba652a9f25626ab8280421d6e80.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473846;;8;220;4000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium  8,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/0bb/0bb2b42707293ab3e5e8add81a2b6599.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473821;;8;220;2700;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/bbc/bbc8d89c120fe18fa61dfd7e779d2cc2.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886743;;6;220;4000;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/6ac/6ac2e8e0c56619d876a7f22b626f94da.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886732;;6;220;2700;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;102.6;;108;;http://svetonik.ru/upload/iblock/cbc/cbc27373750159ad56d74e994f41ca3d.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886723;;6;220;4000;30000;125x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/1e5/1e5978e920a202b9f58bd0d679187a39.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886720;;6;220;4000;30000;96x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;98.8;;104;;http://svetonik.ru/upload/iblock/a9e/a9e72ba1b15b5cd35120159ad2522db4.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886716;;6;220;2700;30000;125x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/5df/5df237ce9a97157eb871a33d2a88327e.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886698;;6;220;2700;30000;96x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/1de/1de8ecf16e81770035c80f28bceeb7f6.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453854;;5;220;4000;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/e0b/e0b8f89dac8489db05d69dbc5c9fc926.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453775;;5;220;2700;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/523/52314ce7dd8fcd5d434e5f952221e6f2.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544355;;5;220;4000;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/4c7/4c7b615392e280353a73f3b9353ee455.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544346;;5;220;4000;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/981/9814dd2c3db048515233d9935dd10fc7.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544341;;5;220;2700;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/a39/a39cde3dc755ba50a7950b02ad63c978.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544339;;5;220;2700;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/51a/51acd5d28b2dfce74477894bf631ca51.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474020;;5;220;4000;30000;96x37;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/e52/e52d13653c1dbeedf88782990abf5194.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474013;;5;220;2700;30000;96x37;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;63.65;;67;;http://svetonik.ru/upload/iblock/5e1/5e105321ec325e59a08ac73ec5cbbca4.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473997;;5;220;4000;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;67.45;;71;;http://svetonik.ru/upload/iblock/992/99288c2897d0f68f9ac5496d68c56d13.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473984;;5;220;4000;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;67.45;;71;;http://svetonik.ru/upload/iblock/6a5/6a59c25d4364d1962750f85de19f9666.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473974;;5;220;2700;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/533/533a08977a5e851f39fcf74cc516b8d6.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473928;;5;220;2700;30000;96x37;Filament;E14
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/325/3257bd7b7e3cf134d00485961029271a.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 4100К (естественно-белый). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10350;;11;220;4100;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/383/383a805a78485a4928b851a50fcec858.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 2700К (теплый белый, как лампа накаливания). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10349;;11;220;2700;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Ecola classic LED 15.0W Dimmable A60 E27 4000K диммируемая 110x60;329.65;;347;;http://svetonik.ru/upload/iblock/0ed/0ed33d965cb4f9c3236757d47b75ef0a.png;;10758;;15;220;4000;30000;110х60;;E27
Каталог/Светильники/Светодиодные светильники;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 6500K Призма 595x595x19;771.4;;812;;http://svetonik.ru/upload/iblock/a14/a141745b1390e6d77606d4a24c944a3f.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495476;;36;220;6500;30000;595x595x19;;
Каталог/Светильники/Светодиодные светильники;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 4200K Призма 595x595x19;744.8;;784;;http://svetonik.ru/upload/iblock/1f3/1f3314bcd683f3967dc533cb553b7e30.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495463;;36;220;4200;30000;595x595x19;;
